"partNumber","title","price","partsCategory"
"335045 П29","ГАЙКА М30Х1.5 (ОАО завод АЗ УРАЛ)",76,2873
"335065 П29","ГАЙКА М33Х1.5 (ОАО завод АЗ УРАЛ)",120,2873
"375-4501063","ГАЙКА М33х2 (ОАО завод АЗ УРАЛ)",54,2873
"250462 П29","ГАЙКА М4-6Н (ОАО завод АЗ УРАЛ)",6,2873
"335058 П29","ГАЙКА М45Х1.5 (ОАО завод АЗ УРАЛ)",51,2873
"250464 П29","ГАЙКА М5-6Н (ОАО завод АЗ УРАЛ)",4,2873
"251086 П29","ГАЙКА М5-6Н (ОАО завод АЗ УРАЛ)",17,2873
"251260 П29","ГАЙКА М5-6Н (ОАО завод АЗ УРАЛ)",7,2873
"250508 П29","ГАЙКА М6-6Н (ОАО завод АЗ УРАЛ)",8,2873
"251261 П29","ГАЙКА М6-6Н (ОАО завод АЗ УРАЛ)",7,2873
"У250508 П29","ГАЙКА М6-6Н (ОАО завод АЗ УРАЛ)",112,2873
"250510 П29","ГАЙКА М8-6Н (ОАО завод АЗ УРАЛ)",7,2873
"251265 П29","ГАЙКА М8-6Н (ОАО завод АЗ УРАЛ)",9,2873
"251513 П","ГАЙКА М8-6Н (ОАО завод АЗ УРАЛ)",115,2873
"251513 П29","ГАЙКА М8-6Н (ОАО завод АЗ УРАЛ)",115,2873
"63645-1772033","ГАЙКА НАКИДНАЯ (ОАО завод АЗ УРАЛ)",517,2873
"5557-8609258","ГАЙКА НАКИДНАЯ (ОАО завод АЗ УРАЛ)",54,2873
"334389 П29","ГАЙКА НАКИДНАЯ М10Х1 (ОАО завод АЗ УРАЛ)",18,2873
"375-3405081","ГАЙКА НАКОНЕЧНИКА (ОАО завод АЗ УРАЛ)",264,2873
"6361-2905130","ГАЙКА ПАЛЬЦА АМОРТИЗ. (ОАО завод АЗ УРАЛ)",108,2873
"55571-2919101","ГАЙКА ПАЛЬЦА АМОРТИЗАТОРА (ОАО завод АЗ УРАЛ)",198,2873
"4320-1802197","ГАЙКА ПОДШИПНИКА (ОАО завод АЗ УРАЛ)",144,2873
"4320-3103076","ГАЙКА ПОДШИПНИКА КОЛЕСА (ОАО завод АЗ УРАЛ)",703,2873
"375-2403040","ГАЙКА РЕГУЛИРОВОЧНАЯ (ОАО завод АЗ УРАЛ)",336,2873
"4320-2502075","ГАЙКА РЕГУЛИРОВОЧНАЯ (ОАО завод АЗ УРАЛ)",577,2873
"4320-2502077","ГАЙКА РЕГУЛИРОВОЧНАЯ (ОАО завод АЗ УРАЛ)",566,2873
"4320Х-2403040","ГАЙКА РЕГУЛИРОВОЧНАЯ ПОДШИПНИК (ОАО завод АЗ УРАЛ)",324,2873
"4322-2912410","ГАЙКА СТРЕМЯНКИ (ОАО завод АЗ УРАЛ)",91,2873
"4320-2912410-01","ГАЙКА СТРЕМЯНКИ (ОАО завод АЗ УРАЛ)",77,2873
"У4320-2912410-01","ГАЙКА СТРЕМЯНКИ (ОАО завод АЗ УРАЛ)",1532,2873
"У4322-2912410","ГАЙКА СТРЕМЯНКИ (ОАО завод АЗ УРАЛ)",1778,2873
"375-2902412","ГАЙКА СТРЕМЯНКИ (ОАО завод АЗ УРАЛ)",60,2873
"375А-3105187-А","ГАЙКА СТЯЖКИ (ОАО завод АЗ УРАЛ)",396,2873
"У55571-2919101","ГАЙКА УПАКОВАННАЯ (20 шт) (ОАО завод АЗ УРАЛ)",3748,2873
"У4320-1802072-01","ГАЙКА УПАКОВАННАЯ (30 шт) (ОАО завод АЗ УРАЛ)",7195,2873
"У1/21643/11","ГАЙКА УПАКОВАННАЯ (50 шт) (ОАО завод АЗ УРАЛ)",1321,2873
"У251649/00","ГАЙКА УПАКОВАННАЯ (50 шт) (ОАО завод АЗ УРАЛ)",1646,2873
"251649/00","ГАЙКАМ16х1,5-6Н       Ц6ХР (ОАО завод АЗ УРАЛ)",0,2873
"9847 3621 KZ 55-4063","ГАФРИРОВАННЫЙ ШЛАНГ (ОАО завод АЗ УРАЛ)",0,2873
"1702.3771","ГЕНЕРАТОР (ОАО завод АЗ УРАЛ)",0,2873
"Г273В1","ГЕНЕРАТОР (ОАО завод АЗ УРАЛ)",0,2873
"Г288Е-3701000","ГЕНЕРАТОР (ОАО завод АЗ УРАЛ)",0,2873
"45 7371 0071","ГЕНЕРАТОР (ОАО завод АЗ УРАЛ)",0,2873
"45 7371 9771","ГЕНЕРАТОР (ОАО завод АЗ УРАЛ)",0,2873
"АИ-5004010","ГИДРОНАСОС ПОДЪЕМА КАБИНЫ PHC 003 (ОАО завод АЗ УРАЛ)",0,2873
"6370С-3108010-01","ГИДРОПРИВОД ПОДЪЕМА ЗАПАСНОГО КОЛЕСА (ОАО завод АЗ УРАЛ)",84084,2873
"4320-3405010","ГИДРОУСИЛИТЕЛЬ В СБ (ОАО завод АЗ УРАЛ)",6174,2873
"500337311","ГИДРОЦИЛИНДР (ОАО завод АЗ УРАЛ)",0,2873
"4320-3505010","ГЛАВ ЦИЛИНДР ТОРМОЗОВ (ОАО завод АЗ УРАЛ)",1898,2873
"АИ-1201010","ГЛУШИТЕЛЬ (ОАО завод АЗ УРАЛ)",0,2873
"АТ-1201010","ГЛУШИТЕЛЬ В СБОРЕ (ОАО завод АЗ УРАЛ)",0,2873
"432007-1201010-20","ГЛУШИТЕЛЬ ВЫХЛОПА (ОАО завод АЗ УРАЛ)",5285,2873
"4320Я-1201010-10","ГЛУШИТЕЛЬ ВЫХЛОПА (ОАО завод АЗ УРАЛ)",4565,2873
"63685-1201010","ГЛУШИТЕЛЬ ВЫХЛОПА (ОАО завод АЗ УРАЛ)",11652,2873
"5323РХ-1201010-10","ГЛУШИТЕЛЬ ВЫХЛОПА (ОАО завод АЗ УРАЛ)",6847,2873
"36.1201010-02","ГЛУШИТЕЛЬ ВЫХЛОПА (ОАО завод АЗ УРАЛ)",0,2873
"432007-1201010","ГЛУШИТЕЛЬ ВЫХЛОПА В СБ (ОАО завод АЗ УРАЛ)",5045,2873
"4320Ф-4712130","ГЛУШИТЕЛЬ ШУМА В СБОРЕ (ОАО завод АЗ УРАЛ)",336,2873
"375-3711003","ГНЕЗДО (ОАО завод АЗ УРАЛ)",78,2873
"45 7373 8006","ГНЕЗДО (ОАО завод АЗ УРАЛ)",0,2873
"4322-3748625","ГНЕЗДО БАТАРЕЙ (ОАО завод АЗ УРАЛ)",2041,2873
"375-3521012","ГОЛОВКА СОЕДИНИТ. В СБОР (ОАО завод АЗ УРАЛ)",805,2873
"452 200 212 0","ГОЛОВКА СОЕДИНИТЕЛЬНАЯ ""ЖЕЛТАЯ"" (ОАО завод АЗ УРАЛ)",0,2873
"452 200 211 0","ГОЛОВКА СОЕДИНИТЕЛЬНАЯ ""КРАСНАЯ"" (ОАО завод АЗ УРАЛ)",0,2873
"6022.35.21.110","Головка соединительная (ОАО завод АЗ УРАЛ)",0,2873
"6023.35.21.111","Головка соединительная (ОАО завод АЗ УРАЛ)",0,2873
"100-3521010","ГОЛОВКА СОЕДИНИТЕЛЬНАЯ (ОАО завод АЗ УРАЛ)",0,2873
"100-3521110-10","ГОЛОВКА СОЕДИНИТЕЛЬНАЯ (ОАО завод АЗ УРАЛ)",0,2873
"100-3521111-10","ГОЛОВКА СОЕДИНИТЕЛЬНАЯ (ОАО завод АЗ УРАЛ)",0,2873
"12.3521010-01","ГОЛОВКА СОЕДИНИТЕЛЬНАЯ (ОАО завод АЗ УРАЛ)",0,2873
"АИ-3521010-01","ГОЛОВКА СОЕДИНИТЕЛЬНАЯ (ОАО завод АЗ УРАЛ)",0,2873
"АИ-3521110-01","ГОЛОВКА СОЕДИНИТЕЛЬНАЯ (ОАО завод АЗ УРАЛ)",0,2873
"АИ-3521111-01","ГОЛОВКА СОЕДИНИТЕЛЬНАЯ (ОАО завод АЗ УРАЛ)",0,2873
"4320-3101302","ГРУЗ КОЛЕСА (ОАО завод АЗ УРАЛ)",216,2873
"4320Б-8403446","ГРЯЗЕВИК (ОАО завод АЗ УРАЛ)",1922,2873
"43205-8405148","ГРЯЗЕВИК (ОАО завод АЗ УРАЛ)",1321,2873
"63674-8404023","ГРЯЗЕВИК (ОАО завод АЗ УРАЛ)",1081,2873
"44202Е-8403446","ГРЯЗЕВИК (ОАО завод АЗ УРАЛ)",1862,2873
"6363-8403446","ГРЯЗЕВИК (ОАО завод АЗ УРАЛ)",553,2873
"4320Я2-8405035","ГРЯЗЕВИК ПОДНОЖКИ (ОАО завод АЗ УРАЛ)",541,2873
"4320-8405035","ГРЯЗЕВИК ПОДНОЖКИ (ОАО завод АЗ УРАЛ)",0,2873
"4320-8405035-01","ГРЯЗЕВИК ПОДНОЖКИ (ОАО завод АЗ УРАЛ)",300,2873
"441 032 8090","ДАТЧИК (ОАО завод АЗ УРАЛ)",0,2873
"2702.3829010","ДАТЧИК (ОАО завод АЗ УРАЛ)",0,2873
"ТМ111-3808000","ДАТЧИК (ОАО завод АЗ УРАЛ)",0,2873
"ТМ111-3808000-08","ДАТЧИК (ОАО завод АЗ УРАЛ)",0,2873
"2602.3829010","ДАТЧИК АВ.ДАВ.МАСЛА (ДОПУСК) (ОАО завод АЗ УРАЛ)",0,2873
"АИ-3829000-01","ДАТЧИК АВАРИЙНОГО ДАВЛЕНИЯ ВОЗДУХА (ОАО завод АЗ УРАЛ)",0,2873
"6072.3829.000","ДАТЧИК АВАРИЙНОГО ДАВЛЕНИЯ ВОЗДУХА (ОАО завод АЗ УРАЛ)",0,2873
"6072.3829-03","Датчик аварийного давления воздуха (ОАО завод АЗ УРАЛ)",0,2873
"АИ-3829010-01","ДАТЧИК АВАРИЙНОГО ДАВЛЕНИЯ МАСЛА (ОАО завод АЗ УРАЛ)",0,2873
"ММ370-3829010-Т","ДАТЧИК ДАВЛЕНИЯ (ОАО завод АЗ УРАЛ)",0,2873
"ДКД-3К","Датчик давления комбинированный (ОАО завод АЗ УРАЛ)",0,2873
"ММ370-3829010-У-ХЛ","ДАТЧИК ДАВЛЕНИЯ МАСЛА (ОАО завод АЗ УРАЛ)",0,2873
"АИ-3839600-01","ДАТЧИК ЗАСОРЕННОСТИ ВОЗДУШНОГО 2902 (ОАО завод АЗ УРАЛ)",0,2873
"АИ-3839600-03","ДАТЧИК ЗАСОРЕННОСТИ ВОЗДУШНОГО 2902 (ОАО завод АЗ УРАЛ)",0,2873
"ДСФ-65","ДАТЧИК ЗАСОРЕННОСТИ ВОЗДУШНОГО 2902 (ОАО завод АЗ УРАЛ)",0,2873
"ПД8089","ДАТЧИК ИМПУЛЬСОВ (ОАО завод АЗ УРАЛ)",0,2873
"ПД8089-3","ДАТЧИК ИМПУЛЬСОВ (ОАО завод АЗ УРАЛ)",0,2873
"ПД8093-1","ДАТЧИК ИМПУЛЬСОВ (ОАО завод АЗ УРАЛ)",0,2873
"ДСФ-45","ДАТЧИК СИГНАЛИЗАТОРА ЗАСОРЕННОСТИ ВОЗДУШНОГО 2902 (ОАО завод АЗ УРАЛ)",0,2873
"2159.20102301","ДАТЧИК СКОРОСТИ (ОАО завод АЗ УРАЛ)",0,2873
"4222.3843","ДАТЧИК СКОРОСТИ (ОАО завод АЗ УРАЛ)",0,2873
"МЭ307-3730010","ДАТЧИК СПИДОМЕТРА (ОАО завод АЗ УРАЛ)",0,2873
"ТМ100А-3808000-О","ДАТЧИК ТЕМПЕРАТУРЫ (ОАО завод АЗ УРАЛ)",0,2873
"5202.3827010","ДАТЧИК УКАЗ.УРОВНЯ ТОПЛИВА (ОАО завод АЗ УРАЛ)",0,2873
"ДУМП-03","ДАТЧИК УКАЗАТЕЛЯ УРОВНЯ ТОПЛИВ (ОАО завод АЗ УРАЛ)",0,2873
"7508.453848.005-03","Датчик уровня топлива (ОАО завод АЗ УРАЛ)",0,2873
"4320-3919007","ДВЕРЦА ИНСТР.ЯЩИКА (ОАО завод АЗ УРАЛ)",745,2873
"4320-5303024","ДВЕРЦА ЯЩИКА ВЕЩЕВОГО (ОАО завод АЗ УРАЛ)",240,2873
"4320Ф-6100010-20","Дверь (ОАО завод АЗ УРАЛ)",21622,2873
"3255-6201150-30","Дверь запасная (ОАО завод АЗ УРАЛ)",17417,2873
"377-6100015-20","ДВЕРЬ ЛЕВАЯ (ОАО завод АЗ УРАЛ)",16216,2873
"5323РХ-6100015","ДВЕРЬ ЛЕВАЯ (ОАО завод АЗ УРАЛ)",26426,2873
"4320Ф-6100015-10","ДВЕРЬ ЛЕВАЯ В ЗАПЧАСТИ (ОАО завод АЗ УРАЛ)",19219,2873
"4320Ф-6100015-20","ДВЕРЬ ЛЕВАЯ В ЗАПЧАСТИ (ОАО завод АЗ УРАЛ)",19219,2873
"4320Х-6100015-02","ДВЕРЬ ЛЕВАЯ В ЗАПЧАСТИ (ОАО завод АЗ УРАЛ)",18619,2873
"377-6100011-02","ДВЕРЬ ЛЕВАЯ В СБОРЕ (ОАО завод АЗ УРАЛ)",20180,2873
"3255-6101150-01","ДВЕРЬ ОСНОВНАЯ (ОАО завод АЗ УРАЛ)",16216,2873
"3255-6101150-20","ДВЕРЬ ОСНОВНАЯ (ОАО завод АЗ УРАЛ)",20420,2873
"3255-6101150-30","ДВЕРЬ ОСНОВНАЯ (ОАО завод АЗ УРАЛ)",20420,2873
"377-6100014-20","ДВЕРЬ ПРАВАЯ (ОАО завод АЗ УРАЛ)",16216,2873
"5323РХ-6100014","ДВЕРЬ ПРАВАЯ (ОАО завод АЗ УРАЛ)",26426,2873
"4320Ф-6100014-10","ДВЕРЬ ПРАВАЯ В ЗАПЧАСТИ (ОАО завод АЗ УРАЛ)",19219,2873
"4320Х-6100014-02","ДВЕРЬ ПРАВАЯ В ЗАПЧАСТИ (ОАО завод АЗ УРАЛ)",18619,2873
"4320Ф-6100014-20","ДВЕРЬ ПРАВАЯ В СБОРЕ (ОАО завод АЗ УРАЛ)",19219,2873
"377-6100010-02","ДВЕРЬ ПРАВАЯ В СБОРЕ (ОАО завод АЗ УРАЛ)",20180,2873
"5323РХ-6100011","ДВЕРЬ С АРМАТУРОЙ В З/Ч ЛЕВАЯ (ОАО завод АЗ УРАЛ)",36036,2873
"5323РХ-6100010","ДВЕРЬ С АРМАТУРОЙ В З/Ч ПРАВАЯ (ОАО завод АЗ УРАЛ)",36036,2873
"4320Ф-6100010-10","ДВЕРЬ С АРМАТУРОЙ И СТЕКЛАМИ (ОАО завод АЗ УРАЛ)",21381,2873
"4320Ф-6100011-10","ДВЕРЬ С АРМАТУРОЙ И СТЕКЛАМИ (ОАО завод АЗ УРАЛ)",21381,2873
"4320-3802002","ДЕРЖАТЕЛЬ (ОАО завод АЗ УРАЛ)",42,2873
"4320-8201050-10","ДЕРЖАТЕЛЬ (ОАО завод АЗ УРАЛ)",559,2873
"4320-8201051-10","ДЕРЖАТЕЛЬ (ОАО завод АЗ УРАЛ)",559,2873
"375-3505032-Б","ДЕРЖАТЕЛЬ (ОАО завод АЗ УРАЛ)",66,2873
"3255-8207120","ДЕРЖАТЕЛЬ АПТЕЧКИ (ОАО завод АЗ УРАЛ)",481,2873
"4320Я3-1109153","ДЕРЖАТЕЛЬ ВОЗДУХОПРОВОДА (ОАО завод АЗ УРАЛ)",78,2873
"6370С-3105050-01","ДЕРЖАТЕЛЬ ЗАПАСНОГО КОЛЕСА (ОАО завод АЗ УРАЛ)",54054,2873
"231.8201040","ДЕРЖАТЕЛЬ ЗЕРКАЛА (ОАО завод АЗ УРАЛ)",0,2873
"4320Я5-8201051","ДЕРЖАТЕЛЬ ЗЕРКАЛА ЗАДНЕГО ВИДА ЛЕВЫЙ (ОАО завод АЗ УРАЛ)",420,2873
"6370-8201029","ДЕРЖАТЕЛЬ ЗЕРКАЛА С КРОНШТЕЙНАМИ (ОАО завод АЗ УРАЛ)",4324,2873
"4320-5208016","ДЕРЖАТЕЛЬ КРОНШТЕЙНА (ОАО завод АЗ УРАЛ)",66,2873
"330-6105235","ДЕРЖАТЕЛЬ ЛЕВЫЙ (ОАО завод АЗ УРАЛ)",72,2873
"375-3501052","ДЕРЖАТЕЛЬ МАНЖЕТЫ (ОАО завод АЗ УРАЛ)",10,2873
"5323РХ-6103283","ДЕРЖАТЕЛЬ НИЖНЕГО УПЛОТНИТЕЛЯ (ОАО завод АЗ УРАЛ)",180,2873
"5323РХ-6103284","ДЕРЖАТЕЛЬ НИЖНЕГО УПЛОТНИТЕЛЯ (ОАО завод АЗ УРАЛ)",180,2873
"330-8201034","ДЕРЖАТЕЛЬ ПРАВЫЙ (ОАО завод АЗ УРАЛ)",1201,2873
"330-8201028","ДЕРЖАТЕЛЬ С КР-НАМИ ПРАВ (ОАО завод АЗ УРАЛ)",3303,2873
"231.8201130","ДЕРЖАТЕЛЬ С КРОНШТЕЙНОМ (ОАО завод АЗ УРАЛ)",0,2873
"4320Х-1102102-10","ДЕРЖАТЕЛЬ ТОПЛИВНОГО БАКА (ОАО завод АЗ УРАЛ)",2258,2873
"377-6107028","ДЕРЖАТЕЛЬ УПЛОТНИТЕЛЯ (ОАО завод АЗ УРАЛ)",288,2873
"375-1310396","ДЕРЖАТЕЛЬ ЦЕПИ (ОАО завод АЗ УРАЛ)",25,2873
"4320-8201126-10","ДЕРЖАТЕЛЬ ШИРОКОУГОЛЬНОГО ЗЕРК (ОАО завод АЗ УРАЛ)",0,2873
"У377-8102132","ДЕФЛЕКТОР (10ШТ) (ОАО завод АЗ УРАЛ)",1081,2873
"330-8102064","ДЕФЛЕКТОР (ОАО завод АЗ УРАЛ)",324,2873
"377-8102132","ДЕФЛЕКТОР (ОАО завод АЗ УРАЛ)",132,2873
"330-8102280","ДЕФЛЕКТОР ЦЕНТРАЛЬНЫЙ (ОАО завод АЗ УРАЛ)",396,2873
"5557-4209136","ДИАФРАГМА КАМЕРЫ (ОАО завод АЗ УРАЛ)",0,2873
"375-4505033","ДИСК (ОАО завод АЗ УРАЛ)",727,2873
"184.1601090","ДИСК НАЖИМНОЙ (ОАО завод АЗ УРАЛ)",0,2873
"184.1601130-10","ДИСК СЦЕПЛЕНИЯ ВЕДОМЫЙ (ОАО завод АЗ УРАЛ)",0,2873
"У5557-2303075","ДИСК УПАКОВАННЫЙ (3 шт) (ОАО завод АЗ УРАЛ)",5045,2873
"375-2303075","ДИСК ШАРНИРА ПЕР.МОСТА (ОАО завод АЗ УРАЛ)",1321,2873
"5557-2303075","ДИСК ШАРНИРА ПЕРЕДНЕГО МОСТА (ОАО завод АЗ УРАЛ)",1742,2873
"4320Х-2403010-01","ДИФФЕРЕНЦИАЛ (ОАО завод АЗ УРАЛ)",19580,2873
"4320Х-2403010-10","ДИФФЕРЕНЦИАЛ (ОАО завод АЗ УРАЛ)",28829,2873
"5557Х-2403010-02","ДИФФЕРЕНЦИАЛ (ОАО завод АЗ УРАЛ)",19580,2873
"55571-1802150","ДИФФЕРЕНЦИАЛ В СБОРЕ (ОАО завод АЗ УРАЛ)",132132,2873
"4320ЯХ-2403010-01","ДИФФЕРЕНЦИАЛ В СБОРЕ (ОАО завод АЗ УРАЛ)",20420,2873
"4320БУ-2403010-01","ДИФФЕРЕНЦИАЛ ЗАДНЕГО МОСТА (ОАО завод АЗ УРАЛ)",30751,2873
"4320БУ-2403010-02","ДИФФЕРЕНЦИАЛ ЗАДНЕГО МОСТА (ОАО завод АЗ УРАЛ)",30631,2873
"4320БУ-2403010-03","ДИФФЕРЕНЦИАЛ ЗАДНЕГО МОСТА (ОАО завод АЗ УРАЛ)",33033,2873
"4320БУ-2403010-04","ДИФФЕРЕНЦИАЛ ЗАДНЕГО МОСТА (ОАО завод АЗ УРАЛ)",33273,2873
"4320Х-2403010","ДИФФЕРЕНЦИАЛ ЗАДНЕГО МОСТА (ОАО завод АЗ УРАЛ)",26426,2873
"4320Х-2403010-02","ДИФФЕРЕНЦИАЛ ЗАДНЕГО МОСТА (ОАО завод АЗ УРАЛ)",20661,2873
"4320Х-2403010-11","ДИФФЕРЕНЦИАЛ ЗАДНЕГО МОСТА (ОАО завод АЗ УРАЛ)",27628,2873
"4320Х-2403010-12","ДИФФЕРЕНЦИАЛ ЗАДНЕГО МОСТА (ОАО завод АЗ УРАЛ)",28228,2873
"5557Х-2403010-01","ДИФФЕРЕНЦИАЛ ЗАДНЕГО МОСТА (ОАО завод АЗ УРАЛ)",18859,2873
"4320ЯХ-2403010-11","ДИФФЕРЕНЦИАЛ ЗАДНЕГО МОСТА (ОАО завод АЗ УРАЛ)",25826,2873
"4320ЯХ-2403010-12","ДИФФЕРЕНЦИАЛ ЗАДНЕГО МОСТА (ОАО завод АЗ УРАЛ)",27628,2873
"5323РХ-1802150","ДИФФЕРЕНЦИАЛ Р.К. (ОАО завод АЗ УРАЛ)",129685,2873
"375-1802150-01","ДИФФЕРЕНЦИАЛ РАЗД КОРОБ (ОАО завод АЗ УРАЛ)",28228,2873
"4320ЯМ-1802150","ДИФФЕРЕНЦИАЛ РАЗДАТОЧНОЙ КОРОБКИ (ОАО завод АЗ УРАЛ)",46847,2873
"330-8102286","ДИФФУЗОР ВОЗДУШНЫЙ (ОАО завод АЗ УРАЛ)",168,2873
"330-6102069","ДИФФУЗОР ЛЕВЫЙ (ОАО завод АЗ УРАЛ)",78,2873
"4320Х-8506078-20","ДОСКА БОКОВОГО СИДЕНЬЯ (ОАО завод АЗ УРАЛ)",1201,2873
"4320Х-8508106-30","ДУГА ТЕНТА СРЕДНЯЯ (ОАО завод АЗ УРАЛ)",4204,2873
"4320Х-8508107-30","ДУГА ТЕНТА СРЕДНЯЯ (ОАО завод АЗ УРАЛ)",4204,2873
"14ТС.451.25.00.00.000","ЖГУТ КАБИННЫЙ (ОАО завод АЗ УРАЛ)",0,2873
"25 2069 80 02 00","ЖГУТ ПРОВОДОВ (ОАО завод АЗ УРАЛ)",0,2873
"4320У3-3724041-20","Жгут проводов на выключатели накачки шин (на подкачку) (ОАО завод АЗ УРАЛ)",0,2873
"32551-3724096-61","ЖГУТ ПРОВОДОВ ОТОПИТЕЛЕЙ (ПЛАНАР) (ОАО завод АЗ УРАЛ)",0,2873
"4320Х-6103262","ЖЕЛОБОК ОПУСКАЕМОГО СТЕКЛА (ОАО завод АЗ УРАЛ)",0,2873
"377-6103262-02","ЖЕЛОБОК ОПУСКНОГО СТЕКЛА (ОАО завод АЗ УРАЛ)",264,2873
"11.5208500","ЖИКЛЕР (ОАО завод АЗ УРАЛ)",0,2873
"4320-3803022","ЗАГЛУШКА (ОАО завод АЗ УРАЛ)",24,2873
"43202-5301214","Заглушка (ОАО завод АЗ УРАЛ)",9,2873
"5323РХ-3805128","ЗАГЛУШКА (ОАО завод АЗ УРАЛ)",66,2873
"6361Х-3805127","ЗАГЛУШКА (ОАО завод АЗ УРАЛ)",48,2873
"6361КХ-1311094","ЗАГЛУШКА (ОАО завод АЗ УРАЛ)",44,2873
"330-6102074","ЗАГЛУШКА (ОАО завод АЗ УРАЛ)",60,2873
"5557-8609286","ЗАГЛУШКА (ОАО завод АЗ УРАЛ)",78,2873
"426 2040 EE","ЗАГЛУШКА (ОАО завод АЗ УРАЛ)",17,2873
"260309 П","ЗАГЛУШКА (ОАО завод АЗ УРАЛ)",10,2873
"2705.5325132","Заглушка (ОАО завод АЗ УРАЛ)",0,2873
"4320-3507174","ЗАГЛУШКА (ОАО завод АЗ УРАЛ)",0,2873
"375-3003129","ЗАГЛУШКА (ОАО завод АЗ УРАЛ)",38,2873
"4320Х-3711070","ЗАГЛУШКА (ОАО завод АЗ УРАЛ)",216,2873
"4322-3805114","ЗАГЛУШКА (ОАО завод АЗ УРАЛ)",21,2873
"5323РХ-3407261","ЗАГЛУШКА (ОАО завод АЗ УРАЛ)",32,2873
"330-5000049","ЗАГЛУШКА (ОАО завод АЗ УРАЛ)",18,2873
"4320БУ-3501024","Заглушка (ОАО завод АЗ УРАЛ)",0,2873
"4320-3403066","ЗАГЛУШКА (ОАО завод АЗ УРАЛ)",18,2873
"375-1203230-01","ЗАГЛУШКА (ОАО завод АЗ УРАЛ)",457,2873
"260308 П29","ЗАГЛУШКА 22 (ОАО завод АЗ УРАЛ)",8,2873
"43202-5301047","ЗАГЛУШКА ОТВЕРСТИЯ (ОАО завод АЗ УРАЛ)",0,2873
"4320-3805127","ЗАГЛУШКА ПАНЕЛИ ЩИТКА (ОАО завод АЗ УРАЛ)",16,2873
"6370-2803041-01","ЗАГЛУШКА ПЕРЕДНЕГО БУФЕРА ЛЕВАЯ (ОАО завод АЗ УРАЛ)",0,2873
"4320N-2803021","Заглушка переднего буфера левая (ОАО завод АЗ УРАЛ)",0,2873
"4320П2-2803041-01","ЗАГЛУШКА ПЕРЕДНЕГО БУФЕРА ЛЕВАЯ (ОАО завод АЗ УРАЛ)",0,2873
"6370-2803040-01","ЗАГЛУШКА ПЕРЕДНЕГО БУФЕРА ПРАВАЯ (ОАО завод АЗ УРАЛ)",0,2873
"4320N-2803020","Заглушка переднего буфера правая (ОАО завод АЗ УРАЛ)",0,2873
"4320Б-2803040-01","ЗАГЛУШКА ПЕРЕДНЕГО БУФЕРА ПРАВАЯ (ОАО завод АЗ УРАЛ)",430,2873
"4320П2-2803040-01","ЗАГЛУШКА ПЕРЕДНЕГО БУФЕРА ПРАВАЯ (ОАО завод АЗ УРАЛ)",0,2873
"6370-5600010","ЗАДОК В СБОРЕ (ОАО завод АЗ УРАЛ)",48048,2873
"44202Е-5600010-10","ЗАДОК В СБОРЕ (ОАО завод АЗ УРАЛ)",36036,2873
"4320Б5-5600010","ЗАДОК В СБОРЕ (ОАО завод АЗ УРАЛ)",32432,2873
"43223-1108095","ЗАЖИМ ЖИЛЫ ТРОСА (ОАО завод АЗ УРАЛ)",53,2873
"330-6105216","ЗАЖИМ РЕЗИНОВЫЙ (ОАО завод АЗ УРАЛ)",32,2873
"252598 П29","ЗАКЛЕПКА (ОАО завод АЗ УРАЛ)",8,2873
"252706 П29","ЗАКЛЕПКА (ОАО завод АЗ УРАЛ)",28,2873
"252707 П","ЗАКЛЕПКА (ОАО завод АЗ УРАЛ)",29,2873
"252905 П","ЗАКЛЕПКА (ОАО завод АЗ УРАЛ)",35,2873
"256834 П","ЗАКЛЕПКА (ОАО завод АЗ УРАЛ)",9,2873
"256839 П","ЗАКЛЕПКА (ОАО завод АЗ УРАЛ)",10,2873
"257045 П","ЗАКЛЕПКА (ОАО завод АЗ УРАЛ)",66,2873
"336878 П","ЗАКЛЕПКА (ОАО завод АЗ УРАЛ)",26,2873
"256840 П","ЗАКЛЕПКА 10Х28 (ОАО завод АЗ УРАЛ)",10,2873
"256875 П","ЗАКЛЕПКА 12Х40 (ОАО завод АЗ УРАЛ)",12,2873
"336876 П","ЗАКЛЕПКА 14х55 (ОАО завод АЗ УРАЛ)",25,2873
"252903 П","ЗАКЛЕПКА 16х55 (ОАО завод АЗ УРАЛ)",25,2873
"252542 П29","ЗАКЛЕПКА 3Х12 (ОАО завод АЗ УРАЛ)",6,2873
"252540 П29","ЗАКЛЕПКА 3Х8 (ОАО завод АЗ УРАЛ)",6,2873
"252580 П29","ЗАКЛЕПКА 4Х24 (ОАО завод АЗ УРАЛ)",23,2873
"252572 П29","ЗАКЛЕПКА 4Х8 (ОАО завод АЗ УРАЛ)",6,2873
"252592 П29","ЗАКЛЕПКА 5Х12 (ОАО завод АЗ УРАЛ)",7,2873
"255923 П","ЗАКЛЕПКА 5Х12 (ОАО завод АЗ УРАЛ)",8,2873
"252593 П29","ЗАКЛЕПКА 5Х14 (ОАО завод АЗ УРАЛ)",23,2873
"255805 П29","ЗАКЛЕПКА 6Х13 (ОАО завод АЗ УРАЛ)",9,2873
"255810 П","ЗАКЛЕПКА 6х18 (ОАО завод АЗ УРАЛ)",10,2873
"252706 П","ЗАКЛЕПКА 6Х20 (ОАО завод АЗ УРАЛ)",29,2873
